depot,date,service_number,actual_kms,actual_trips,seat_kms,passenger_kms,occupancy_ratio,revenue
WARANGAL-II,2026-03-13,EX11,532,4,28728,27969.5808,0.9736,36170
WARANGAL-II,2026-03-13,EX12,266,1.93,14364,17367.5124,1.2091,22459
WARANGAL-II,2026-03-13,EX13,532,3.87,28728,36116.8416,1.2572,46707
WARANGAL-II,2026-03-13,EX14,532,3.87,28728,21390.8688,0.7446,27662
WARANGAL-II,2026-03-13,EX17,532,4,28728,23039.856,0.802,29797
WARANGAL-II,2026-03-13,EX23,532,4,28728,36714.384,1.278,47478
WARANGAL-II,2026-03-13,EY01,456,4,24624,19777.9968,0.8032,25578
MAHABOOBABAD,2026-03-13,EY01,456,12,23848.8,21382.83408,0.8966,27652
WARANGAL-II,2026-03-13,EY02,448,3.93,24192,25665.2928,1.0609,33191
MAHABOOBABAD,2026-03-13,EY02,456,12,23848.8,23855.95464,1.0003,30850
MAHABOOBABAD,2026-03-13,EY03,456,12,23848.8,22804.22256,0.9562,29489
WARANGAL-II,2026-03-13,EY03,456,4,24624,28196.9424,1.1451,36464
MAHABOOBABAD,2026-03-13,EY04,456,12,23848.8,28430.15448,1.1921,36766
WARANGAL-II,2026-03-13,EY04,456,4,24624,15646.0896,0.6354,20234
WARANGAL-II,2026-03-13,EZ01,480,2,25920,19891.008,0.7674,25722
WARANGAL-II,2026-03-13,EZ02,480,2,25920,19333.728,0.7459,25002
WARANGAL-II,2026-03-13,EZ03,480,2,25920,33073.92,1.276,42770
WARANGAL-II,2026-03-13,EZ04,480,2,25920,17324.928,0.6684,22406
WARANGAL-II,2026-03-13,EZ05,480,2,25920,20396.448,0.7869,26378
WARANGAL-II,2026-03-13,EZ06,480,2,25920,17814.816,0.6873,23038
WARANGAL-II,2026-03-13,EZ07,480,2,25920,19468.512,0.7511,25178
WARANGAL-II,2026-03-13,EZ08,480,2,25920,21021.12,0.811,27184
WARANGAL-II,2026-03-13,EZ09,480,2,25920,14452.992,0.5576,18690
KARIMNAGAR-I,2026-03-13,GBH1,246,6,13557.06,21524.54416,1.5877,22874
KARIMNAGAR-I,2026-03-13,GBK1,360,8,19839.6,16536.3066,0.8335,17574
PARKAL,2026-03-13,GDE7,492,2,25731.6,29532.15732,1.1477,38190
BODHAN,2026-03-13,GDK1,504,2,25981.2,26118.90036,1.0053,33778
BHUPALAPALLAY,2026-03-13,GDK3,498,4,26045.4,23745.59118,0.9117,30708
BHUPALAPALLAY,2026-03-13,GDK9,390,4,20720.7,20059.70967,0.9681,21317
NIZAMABAD-I,2026-03-13,GDP1,336,12,18614.4,19865.28768,1.0672,21110
KARIMNAGAR-I,2026-03-13,GDP1,400,8,21508,14700.718,0.6835,15622
BANSWADA,2026-03-13,GDR1,389,14,20757.04,18079.38184,0.871,19214
NIZAMABAD-I,2026-03-13,GDR1,364,8,19423.04,20170.82704,1.0385,21436
NARSAMPET,2026-03-13,GDR1,400,8,21252,22155.21,1.0425,23544
BHUPALAPALLAY,2026-03-13,GDR2,350,5,18595.5,8494.4244,0.4568,9027
MAHABOOBABAD,2026-03-13,GGR1,405,8,22291.2,21359.42784,0.9582,22698
HYDERABAD-I,2026-03-13,GLB1,460,2,23165.6,16195.07096,0.6991,20942
HYDERABAD-I,2026-03-13,GLB2,460,2,22714.8,14780.52036,0.6507,19115
HYDERABAD-I,2026-03-13,GLB3,460,2,23165.6,11735.69296,0.5066,15176
HYDERABAD-I,2026-03-13,GLB4,460,2,23165.6,16405.87792,0.7082,21217
HYDERABAD-I,2026-03-13,GLB5,460,2,23165.6,11902.48528,0.5138,15392
HYDERABAD-I,2026-03-13,GLB6,460,2,23165.6,13271.57224,0.5729,17162
PARKAL,2026-03-13,GM01,300,6,16512,15901.056,0.963,16898
PARKAL,2026-03-13,GM03,426,9.09,22633.38,18969.03578,0.8381,20158
PARKAL,2026-03-13,GMH1,504,12,26359.2,17766.1008,0.674,22976
MAHABOOBABAD,2026-03-13,GN01,400,6,21252,25170.8688,1.1844,26748
MAHABOOBABAD,2026-03-13,GN03,360,8,19126.8,15613.20684,0.8163,16592
BODHAN,2026-03-13,GNT5,1084,2.01,39024,20233.944,0.5185,34028
BODHAN,2026-03-13,GNT6,1250,2.01,45000,20682,0.4596,34782
BODHAN,2026-03-13,GNT7,1250,2.01,60000,26436,0.4406,46333
BODHAN,2026-03-13,GNT9,1342,2.01,48312,23653.5552,0.4896,39780
KARIMNAGAR-I,2026-03-13,GPK1,344,7.48,18957.84,15374.80824,0.811,16338
KARIMNAGAR-I,2026-03-13,GPK2,368,8.56,20280.48,19270.5121,0.9502,20478
BANSWADA,2026-03-13,GPR1,341,10,18195.76,13543.10417,0.7443,14392
MAHABOOBABAD,2026-03-13,GPR1,60,0.69,3187.8,850.50504,0.2668,904
BANSWADA,2026-03-13,GPT1,420,12.86,22411.2,12893.16336,0.5753,13702
PARKAL,2026-03-13,GPU1,520,12,27196,25988.4976,0.9556,33610
KARIMNAGAR-I,2026-03-13,GRK1,400,8,21508,17047.2408,0.7926,18116
KARIMNAGAR-I,2026-03-13,GRP1,428,10,23013.56,15711.35741,0.6827,16696
JANGAON,2026-03-13,GSR1,445,8.28,23642.85,15736.68096,0.6656,16724
BANSWADA,2026-03-13,GTY1,218,4.32,11632.48,7405.236768,0.6366,7870
MAHABOOBABAD,2026-03-13,GUM1,428,8.65,22739.64,22241.64188,0.9781,23636
HYDERABAD-I,2026-03-13,GV02,538,2,19303.44,8680.756968,0.4497,14600
HYDERABAD-I,2026-03-13,GV05,538,2,21100.36,8159.509212,0.3867,16641
KARIMNAGAR-I,2026-03-13,GVR1,312,5.91,17194.32,28009.54728,1.629,29766
JANGAON,2026-03-13,H017,460,6.19,24439.8,29577.04596,1.2102,31431
JANGAON,2026-03-13,H021,420,12.26,22314.6,26219.655,1.175,27864
JANGAON,2026-03-13,H023,450,5,23535,26015.589,1.1054,33642
JANGAON,2026-03-13,H103,420,8.32,22314.6,17202.32514,0.7709,18280
JANGAON,2026-03-13,H121,304,8,16732.16,15348.41037,0.9173,16310
JANGAON,2026-03-13,H123,374,4.19,20590.464,19554.76366,0.9497,20780
JANGAON,2026-03-13,H124,385,8,20455.05,16069.48728,0.7856,17078
WARANGAL-II,2026-03-13,H201,458,2,23165.64,22461.40454,0.9696,29046
JANGAON,2026-03-13,H202,335,8,18438.4,13190.83136,0.7154,14018
JANGAON,2026-03-13,H910,440,7,23377.2,24868.66536,1.0638,26427
PARKAL,2026-03-13,HAB1,496,7.09,25940.8,24252.05392,0.9349,31362
PARKAL,2026-03-13,HAB2,424,6.06,22175.2,20720.50688,0.9344,26796
ARMOOR,2026-03-13,HB01,328,12,18171.2,13810.112,0.76,14676
ARMOOR,2026-03-13,HB03,300,10,16620,15069.354,0.9067,16014
ARMOOR,2026-03-13,HB04,456,12.21,24332.16,24118.03699,0.9912,25630
ARMOOR,2026-03-13,HB05,340,10,18836,13825.624,0.734,14692
ARMOOR,2026-03-13,HB12,350,14,19390,18854.836,0.9724,20038
ARMOOR,2026-03-13,HB13,350,14,19390,21899.066,1.1294,23272
ARMOOR,2026-03-13,HB14,350,14,19390,19531.547,1.0073,20756
ARMOOR,2026-03-13,HB15,350,14,19390,19149.564,0.9876,20350
ARMOOR,2026-03-13,HB16,350,14,19390,22341.158,1.1522,23742
ARMOOR,2026-03-13,HB17,350,14,19390,22486.583,1.1597,23896
MAHABOOBABAD,2026-03-13,HBC1,524,6,27405.2,25358.03156,0.9253,32794
MAHABOOBABAD,2026-03-13,HBC2,524,,27405.2,23308.1226,0.8505,30142
BODHAN,2026-03-13,HBX8,492,4,25962.84,22221.59476,0.8559,28738
BHUPALAPALLAY,2026-03-13,HCM1,524,4,27405.2,26843.3934,0.9795,34715
BHUPALAPALLAY,2026-03-13,HCM2,524,4,27405.2,28257.50172,1.0311,36542
BHUPALAPALLAY,2026-03-13,HCM4,524,4,27405.2,24059.02508,0.8779,31112
ARMOOR,2026-03-13,HD01,350,2,12600,7121.52,0.5652,11977
ARMOOR,2026-03-13,HD04,350,2,12600,7920.36,0.6286,13320
PARKAL,2026-03-13,HE01,408,12,20636.64,23055.25421,1.1172,29814
WARANGAL-I,2026-03-13,HE02,512,3,26777.6,25773.44,0.9625,33330
BODHAN,2026-03-13,HE02,398,2,20516.9,20754.89604,1.0116,26839
BODHAN,2026-03-13,HE08,398,2,20516.9,20180.42284,0.9836,26098
WARANGAL-I,2026-03-13,HEN2,506,4,26463.8,27773.7581,1.0495,35918
HANAMKONDA,2026-03-13,HEN2,516,4,26986.8,27140.62476,1.0057,35098
HANAMKONDA,2026-03-13,HET1,396,6,21039.48,14420.45959,0.6854,15324
HANAMKONDA,2026-03-13,HEV1,506,8,26463.8,14803.84972,0.5594,19143
HANAMKONDA,2026-03-13,HFP1,412,10,21889.56,20144.96207,0.9203,21408
HANAMKONDA,2026-03-13,HJT1,356,8,18914.28,20221.25675,1.0691,21490
MAHABOOBABAD,2026-03-13,HK01,524,2,26503.92,18168.43716,0.6855,23495
HANAMKONDA,2026-03-13,HKD2,466,8,24758.58,17741.99843,0.7166,18854
BHUPALAPALLAY,2026-03-13,HKL1,518,6,27091.4,22670.08352,0.8368,29318
BHUPALAPALLAY,2026-03-13,HKL2,518,6,27091.4,34717.6291,1.2815,44898
BHUPALAPALLAY,2026-03-13,HKL3,518,6,27091.4,23127.92818,0.8537,29908
BHUPALAPALLAY,2026-03-13,HKL5,518,6,27091.4,18606.37352,0.6868,24062
BHUPALAPALLAY,2026-03-13,HKL6,518,6,27091.4,25062.25414,0.9251,32410
BHUPALAPALLAY,2026-03-13,HKL7,518,6,27091.4,32520.51656,1.2004,42057
BHUPALAPALLAY,2026-03-13,HKL8,518,6,27091.4,27064.3086,0.999,34999
HANAMKONDA,2026-03-13,HKM1,510,4,26673,31850.2293,1.1941,41190
HANAMKONDA,2026-03-13,HKM2,525,4.12,27457.5,26004.99825,0.9471,33629
HANAMKONDA,2026-03-13,HKM3,525,4.12,27457.5,23272.977,0.8476,30097
HANAMKONDA,2026-03-13,HKM4,526,4.13,27509.8,21430.1342,0.779,27713
HANAMKONDA,2026-03-13,HKM5,520,4.08,27196,17274.8992,0.6352,22339
HANAMKONDA,2026-03-13,HKP1,382,6,20295.66,16301.47411,0.8032,17324
HANAMKONDA,2026-03-13,HKV1,540,4,28242,21703.977,0.7685,28066
BHUPALAPALLAY,2026-03-13,HL06,470,2,16920,15782.976,0.9328,26543
WARANGAL-II,2026-03-13,HM01,392,8,21575.68,21860.47898,1.0132,23230
BODHAN,2026-03-13,HM02,428,2,15408,7967.4768,0.5171,13400
BODHAN,2026-03-13,HM12,400,2,14400,6082.56,0.4224,10230
BODHAN,2026-03-13,HM13,400,1.87,14400,16554.24,1.1496,27840
BODHAN,2026-03-13,HM14,400,2,14400,9371.52,0.6508,15760
BODHAN,2026-03-13,HM16,428,2,15408,12243.1968,0.7946,20590
BODHAN,2026-03-13,HM17,400,2,14400,7001.28,0.4862,11774
BODHAN,2026-03-13,HM21,428,2,15408,5673.2256,0.3682,9540
HANAMKONDA,2026-03-13,HMG1,864,2,31104,14146.0992,0.4548,23791
HANAMKONDA,2026-03-13,HMG2,1130,4,40680,20620.692,0.5069,34675
HANAMKONDA,2026-03-13,HMG3,1130,4,40680,28073.268,0.6901,47209
HANAMKONDA,2026-03-13,HMG4,1130,4,40680,29651.652,0.7289,49863
HANAMKONDA,2026-03-13,HMP1,398,11.26,21145.74,15007.13168,0.7097,15948
NARSAMPET,2026-03-13,HN01,458,11.45,18745.94,13144.65313,0.7012,19368
NARSAMPET,2026-03-13,HN02,458,11.45,18745.94,10561.4626,0.5634,15562
JANGAON,2026-03-13,HN02,440,8,24217.6,23166.55616,0.9566,24618
JANGAON,2026-03-13,HN03,440,8,24217.6,28831.0528,1.1905,30640
BANSWADA,2026-03-13,HN03,423,2,22321.71,25303.89046,1.1336,32724
JANGAON,2026-03-13,HN04,440,8,24217.6,22670.09536,0.9361,24092
MAHABOOBABAD,2026-03-13,HN05,540,2.33,28242,24748.4646,0.8763,32004
JANGAON,2026-03-13,HN08,440,8,24217.6,22144.57344,0.9144,23534
MAHABOOBABAD,2026-03-13,HN09,464,2,23469.12,16188.99898,0.6898,20935
PARKAL,2026-03-13,HN10,380,10,20189.4,19654.3809,0.9735,20886
JANGAON,2026-03-13,HN11,440,8,24217.6,20667.29984,0.8534,21964
JANGAON,2026-03-13,HN12,440,8,24217.6,30511.75424,1.2599,32426
JANGAON,2026-03-13,HN13,400,12,21252,16336.4124,0.7687,17360
JANGAON,2026-03-13,HN14,440,8,24217.6,26876.69248,1.1098,28562
NARSAMPET,2026-03-13,HNE1,400,10,20232,25488.2736,1.2598,32962
NARSAMPET,2026-03-13,HNE2,400,10,20232,29935.2672,1.4796,38712
NARSAMPET,2026-03-13,HNE3,400,10,20232,26896.4208,1.3294,34782
NARSAMPET,2026-03-13,HNE4,400,10,20232,25437.6936,1.2573,32896
NARSAMPET,2026-03-13,HNE5,400,10,20920,14413.88,0.689,18640
BANSWADA,2026-03-13,HNG1,391,6,20863.76,15608.17886,0.7481,16586
BANSWADA,2026-03-13,HNG3,363,6,19369.68,16739.27746,0.8642,17788
KARIMNAGAR-I,2026-03-13,HNK1,458,3,22996.18,19440.97057,0.8454,25142
NARSAMPET,2026-03-13,HNK1,390,10,20720.7,25235.74053,1.2179,26818
KARIMNAGAR-I,2026-03-13,HNK2,458,3,22996.18,15152.183,0.6589,19596
BHUPALAPALLAY,2026-03-13,HNK4,484,5,25313.2,32537.58728,1.2854,42077
KARIMNAGAR-I,2026-03-13,HNK6,458,3,22996.18,22425.87474,0.9752,29000
KARIMNAGAR-I,2026-03-13,HNK9,458,3,22996.18,28331.29376,1.232,36638
BODHAN,2026-03-13,HNS1,392,14,20917.12,25682.03994,1.2278,27292
PARKAL,2026-03-13,HP01,408,12,21338.4,20958.57648,0.9822,27104
HANAMKONDA,2026-03-13,HPG1,394,6,20933.22,21554.93663,1.0297,22906
THORROR,2026-03-13,HRJ1,523,4.37,27352.9,28198.10461,1.0309,36466
THORROR,2026-03-13,HSE4,333,1.83,17692.29,19939.21083,1.127,21190
ARMOOR,2026-03-13,HT01,350,2,12600,6247.08,0.4958,10506
MAHABOOBABAD,2026-03-13,HT01,438,2,22154.04,24504.58364,1.1061,31690
NARSAMPET,2026-03-13,HT01,612,4,22032,19328.6736,0.8773,32506
NARSAMPET,2026-03-13,HT02,612,4,22032,18667.7136,0.8473,31392
NARSAMPET,2026-03-13,HT03,612,4,22032,13899.9888,0.6309,23376
NARSAMPET,2026-03-13,HT04,612,4,22032,14021.1648,0.6364,23578
ARMOOR,2026-03-13,HT05,350,2,12600,9239.58,0.7333,15538
WARANGAL-I,2026-03-13,HT05,298,2,10728,7570.7496,0.7057,12732
NARSAMPET,2026-03-13,HT05,612,4,22032,16464.5136,0.7473,27690
ARMOOR,2026-03-13,HT06,350,2,12600,9678.06,0.7681,16276
ARMOOR,2026-03-13,HT07,350,2,12600,5101.74,0.4049,8580
NARSAMPET,2026-03-13,HT07,612,4,22032,14428.7568,0.6549,24264
ARMOOR,2026-03-13,HT08,350,2,12600,7039.62,0.5587,11839
ARMOOR,2026-03-13,HT10,350,2,12600,6070.68,0.4818,10210
ARMOOR,2026-03-13,HT12,350,2,12600,8801.1,0.6985,14800
ARMOOR,2026-03-13,HT15,350,2,12600,8976.24,0.7124,15096
WARANGAL-I,2026-03-13,HT46,298,2,10728,10267.7688,0.9571,17268
HANAMKONDA,2026-03-13,HTG1,354,6,18808.02,18279.51464,0.9719,19426
WARANGAL-I,2026-03-13,HTL3,564,3.74,20304,14084.8848,0.6937,23688
WARANGAL-I,2026-03-13,HTL4,564,3.74,20304,13037.1984,0.6421,21924
WARANGAL-I,2026-03-13,HTN1,408,9.71,21677.04,22828.09082,1.0531,24260
WARANGAL-I,2026-03-13,HTP1,532,4,27823.6,27000.02144,0.9704,34915
HANAMKONDA,2026-03-13,HVT2,474,7,24790.2,26324.71338,1.0619,34042
ARMOOR,2026-03-13,HY01,342,2,17630.1,22220.97804,1.2604,28737
ARMOOR,2026-03-13,HY02,350,2,18469.5,19934.13135,1.0793,25780
ARMOOR,2026-03-13,HY03,350,2,18469.5,21419.07915,1.1597,27698
ARMOOR,2026-03-13,HY06,350,2,18469.5,29102.39115,1.5757,37635
ARMOOR,2026-03-13,HY07,484,6,25540.68,19106.98271,0.7481,24710
ARMOOR,2026-03-13,HY13,350,2,12600,8521.38,0.6763,14331
ARMOOR,2026-03-13,HY16,350,2,12600,8943.48,0.7098,15040
BODHAN,2026-03-13,HY18,430,2.02,15480,7654.86,0.4945,12872
ARMOOR,2026-03-13,HY30,484,4,25540.68,37085.06736,1.452,47957
BODHAN,2026-03-13,HY31,430,2.02,15480,10744.668,0.6941,18070
ARMOOR,2026-03-13,HY40,350,2,18469.5,16125.72045,0.8731,20854
HANAMKONDA,2026-03-13,HYD1,568,4,23248.24,15067.18434,0.6481,22200
MAHABOOBABAD,2026-03-13,HYD1,464,2,23469.12,21746.48659,0.9266,28124
JANGAON,2026-03-13,HYD2,408,4,20636.64,25387.19453,1.2302,32831
HANAMKONDA,2026-03-13,HYD2,568,4,23248.24,15134.60424,0.651,22298
MAHABOOBABAD,2026-03-13,HYD2,446,2,22558.68,25554.4727,1.1328,33046
MAHABOOBABAD,2026-03-13,HYD3,464,2,23469.12,25072.0609,1.0683,32424
PARKAL,2026-03-13,HZ01,370,10.28,19658.1,22050.49077,1.1217,23434
PARKAL,2026-03-13,HZ03,360,10,19814.4,20983.4496,1.059,22300
PARKAL,2026-03-13,HZ07,370,10.28,19658.1,18498.2721,0.941,19658
KARIMNAGAR-I,2026-03-13,HZB4,288,8,15485.76,8207.4528,0.53,8722
KARIMNAGAR-I,2026-03-13,HZB5,405,10,22319.55,19139.01413,0.8575,20340
THORROR,2026-03-13,IBK1,343,7.46,18223.59,10248.94702,0.5624,10892
WARANGAL-I,2026-03-13,ID01,524,3,19524.24,14442.08033,0.7397,29458
WARANGAL-I,2026-03-13,ID10,266,2,9911.16,10341.30434,1.0434,21092
WARANGAL-I,2026-03-13,ID11,266,2,9911.16,8766.42102,0.8845,17880
WARANGAL-I,2026-03-13,ID20,564,4,21014.64,13148.86025,0.6257,26820
WARANGAL-I,2026-03-13,ID21,564,4,21014.64,14577.85577,0.6937,29734
WARANGAL-I,2026-03-13,ID22,564,4,21014.64,12900.8875,0.6139,26311
WARANGAL-I,2026-03-13,ID23,564,4,21014.64,13840.2419,0.6586,28228
WARANGAL-I,2026-03-13,ID24,564,4,21014.64,13052.1929,0.6211,26622
WARANGAL-I,2026-03-13,ID25,564,4,21014.64,17051.2789,0.8114,34776
WARANGAL-I,2026-03-13,ID26,564,4,21014.64,16559.53632,0.788,33774
WARANGAL-I,2026-03-13,IDR4,298,2.24,11103.48,7102.896156,0.6397,14486
WARANGAL-I,2026-03-13,IDR5,298,2.24,11103.48,7231.696524,0.6513,14750
NIZAMABAD-I,2026-03-13,IN01,338,2.02,13134.68,12257.28338,0.9332,25001
NIZAMABAD-I,2026-03-13,IN03,426,2.02,16554.36,9411.15366,0.5685,19194
NIZAMABAD-I,2026-03-13,IN04,338,2.02,13134.68,4861.145068,0.3701,9915
NIZAMABAD-I,2026-03-13,IN05,338,2.02,13134.68,6274.436636,0.4777,12797
NIZAMABAD-I,2026-03-13,IN06,338,2.02,13134.68,10886.02278,0.8288,22204
KARIMNAGAR-I,2026-03-13,IN06,316,2,11733.08,7092.64686,0.6045,14465
NIZAMABAD-I,2026-03-13,IN07,338,2.02,13134.68,10258.18508,0.781,20922
KARIMNAGAR-I,2026-03-13,IN07,316,2,11733.08,10445.96112,0.8903,21306
KARIMNAGAR-I,2026-03-13,IN09,316,2,11733.08,10830.80615,0.9231,22091
KARIMNAGAR-I,2026-03-13,IN10,316,2,11733.08,8203.769536,0.6992,16732
NIZAMABAD-I,2026-03-13,IN10,338,2.02,13134.68,11331.28844,0.8627,23111
NIZAMABAD-I,2026-03-13,IN12,426,2.02,16554.36,12717.05935,0.7682,25937
NIZAMABAD-I,2026-03-13,IN13,426,2.02,16554.36,10323.2989,0.6236,21056
KARIMNAGAR-I,2026-03-13,IN14,316,2,11733.08,9901.546212,0.8439,20196
NIZAMABAD-I,2026-03-13,IN16,338,2.02,13134.68,5775.318796,0.4397,11780
NIZAMABAD-I,2026-03-13,IN18,338,2.02,13134.68,5152.734964,0.3923,10509
NIZAMABAD-I,2026-03-13,IN20,426,2.02,16554.36,10771.92205,0.6507,21970
NIZAMABAD-I,2026-03-13,IN21,426,2.02,16554.36,9957.44754,0.6015,20309
KARIMNAGAR-I,2026-03-13,IN21,316,2,11733.08,7838.870748,0.6681,15987
NIZAMABAD-I,2026-03-13,IN22,338,2.02,13134.68,10428.93592,0.794,21272
KARIMNAGAR-I,2026-03-13,IN22,316,2,11733.08,8263.608244,0.7043,16854
NIZAMABAD-I,2026-03-13,IN25,334,2,12979.24,10031.6546,0.7729,20460
NIZAMABAD-I,2026-03-13,IN26,338,2.02,13134.68,10197.76555,0.7764,20799
KARIMNAGAR-I,2026-03-13,IN26,316,2,11733.08,7757.912496,0.6612,15823
NIZAMABAD-I,2026-03-13,IN27,426,2.02,16554.36,10641.14261,0.6428,21702
KARIMNAGAR-I,2026-03-13,IN27,316,2,11733.08,7795.458352,0.6644,15900
KARIMNAGAR-I,2026-03-13,IN28,316,2,11733.08,6700.761988,0.5711,13668
KARIMNAGAR-I,2026-03-13,IN31,632,4,23466.16,13371.01797,0.5698,27271
KARIMNAGAR-I,2026-03-13,IN32,632,4,23466.16,13800.4487,0.5881,28148
KARIMNAGAR-I,2026-03-13,IN33,632,4,23466.16,12047.52654,0.5134,24574
KARIMNAGAR-I,2026-03-13,IN34,632,4,23466.16,19697.4947,0.8394,40176
KARIMNAGAR-I,2026-03-13,IN35,632,4,23466.16,18571.11902,0.7914,37880
NIZAMABAD-I,2026-03-13,IND1,338,2.02,13134.68,6978.455484,0.5313,14234
WARANGAL-I,2026-03-13,IND1,266,2,9911.16,8965.635336,0.9046,18286
WARANGAL-I,2026-03-13,IND2,532,3.05,19822.32,15049.10534,0.7592,30694
NIZAMABAD-I,2026-03-13,IND3,338,2.02,13134.68,4488.120156,0.3417,9153
WARANGAL-I,2026-03-13,IND3,532,3.05,19822.32,17633.93587,0.8896,35968
NIZAMABAD-I,2026-03-13,IND4,426,2.02,16554.36,12177.38722,0.7356,24836
WARANGAL-I,2026-03-13,IND5,266,2,9911.16,11364.13606,1.1466,23178
NIZAMABAD-I,2026-03-13,IND5,338,2.02,13134.68,7811.194196,0.5947,15933
NIZAMABAD-I,2026-03-13,IND6,338,2.02,13134.68,9224.485764,0.7023,18814
WARANGAL-I,2026-03-13,IND6,524,3,19524.24,13325.2938,0.6825,27180
NIZAMABAD-I,2026-03-13,IND7,338,2.02,13134.68,6812.958516,0.5187,13895
NIZAMABAD-I,2026-03-13,IND8,338,2.02,13134.68,9432.013708,0.7181,19238
MAHABOOBABAD,2026-03-13,INW1,380,6,20189.4,26205.8412,1.298,27848
HYDERABAD-II,2026-03-13,J012,361,2,17689,17816.3608,1.0072,23041
HYDERABAD-II,2026-03-13,J021,361,2,17689,18877.7008,1.0672,24412
KARIMNAGAR-I,2026-03-13,JBE2,499,6,25054.79,21534.59201,0.8595,27850
KARIMNAGAR-I,2026-03-13,JBE3,499,6,25054.79,23393.65742,0.9337,30252
NIZAMABAD-I,2026-03-13,JBH1,440,4,22682,27946.4922,1.2321,36140
NIZAMABAD-I,2026-03-13,JBH2,440,4,22682,14430.2884,0.6362,18661
JANGAON,2026-03-13,JBS1,532,5,21774.76,17123.67126,0.7864,25230
JANGAON,2026-03-13,JBS2,532,5,21774.76,14693.60805,0.6748,21650
JANGAON,2026-03-13,JBS3,532,5,21774.76,12283.14212,0.5641,18098
JANGAON,2026-03-13,JBS4,532,5,21774.76,17683.2826,0.8121,26056
JANGAON,2026-03-13,JBS5,550,5,22511.5,17309.09235,0.7689,25502
JANGAON,2026-03-13,JBS8,470,6,24581,25797.7595,1.0495,33363
THORROR,2026-03-13,JBS9,463,4,24214.9,27304.72124,1.1276,35312
BANSWADA,2026-03-13,JDG1,373,14,19903.28,16860.06849,0.8471,17918
JANGAON,2026-03-13,JDM1,518,4,27091.4,35980.08834,1.3281,46528
THORROR,2026-03-13,JFD1,363,2,18984.9,21158.67105,1.1145,27363
JANGAON,2026-03-13,JFG3,493,6,25783.9,18059.04356,0.7004,23353
WARANGAL-I,2026-03-13,JFO1,338,8,18603.52,18616.54246,1.0007,19784
JANGAON,2026-03-13,JG01,480,3.89,25104,30594.2448,1.2187,39566
JANGAON,2026-03-13,JG02,494,4,25836.2,28512.83032,1.1036,36874
JANGAON,2026-03-13,JG03,499,4,26097.7,25526.16037,0.9781,33009
THORROR,2026-03-13,JG03,483,4,25260.9,27726.36384,1.0976,35857
KARIMNAGAR-I,2026-03-13,JG04,50,1.21,2688.5,1306.0733,0.4858,1388
JANGAON,2026-03-13,JG05,400,15,21252,9627.156,0.453,10230
THORROR,2026-03-13,JG05,370,2,20364.8,19149.02144,0.9403,20350
JANGAON,2026-03-13,JG07,494,4,25836.2,26187.57232,1.0136,33865
JANGAON,2026-03-13,JG10,476,6,24894.8,26463.1724,1.063,34221
JANGAON,2026-03-13,JG23,414,6,21995.82,34900.76759,1.5867,37090
JANGAON,2026-03-13,JG25,400,8,21252,15433.2024,0.7262,16400
JANGAON,2026-03-13,JG27,395,3,20986.35,22894.00922,1.0909,24330
JANGAON,2026-03-13,JG32,413,12.15,21942.69,20549.32919,0.9365,21838
JANGAON,2026-03-13,JG42,494,4,25836.2,24572.80982,0.9511,31778
WARANGAL-II,2026-03-13,JGT1,316,2,17392.64,12724.45542,0.7316,13522
NARSAMPET,2026-03-13,JGT1,500,4,26150,24165.215,0.9241,31252
JANGAON,2026-03-13,JGT1,450,5.18,23908.5,25433.8623,1.0638,27029
WARANGAL-II,2026-03-13,JGT2,316,2,17392.64,16413.43437,0.9437,17442
MAHABOOBABAD,2026-03-13,JGT2,470,1.76,23772.6,18152.75736,0.7636,23475
JANGAON,2026-03-13,JGT2,348,4,19153.92,19048.57344,0.9945,20242
JANGAON,2026-03-13,JGT3,408,4,20636.64,22609.50278,1.0956,29238
JANGAON,2026-03-13,JGT4,408,4,20636.64,15945.93173,0.7727,20621
JANGAON,2026-03-13,JGT5,408,4,20636.64,23676.41707,1.1473,30618
KARIMNAGAR-I,2026-03-13,JGT6,332,8,18296.52,19549.83162,1.0685,20776
JANGAON,2026-03-13,JGT7,470,2,24581,24261.447,0.987,31376
JANGAON,2026-03-13,JGT8,440,5.62,23012,23654.0348,1.0279,30589
JANGAON,2026-03-13,JH01,494,4,25836.2,24226.60474,0.9377,31330
KARIMNAGAR-I,2026-03-13,JH03,526,6,26410.46,29680.07495,1.1238,38382
KARIMNAGAR-I,2026-03-13,JH04,526,6,26410.46,22628.48213,0.8568,29262
THORROR,2026-03-13,JHO1,330,2,18163.2,25737.2544,1.417,27351
THORROR,2026-03-13,JHO2,330,2,18163.2,29137.40544,1.6042,30965
THORROR,2026-03-13,JHO3,330,2,18163.2,20166.60096,1.1103,21431
THORROR,2026-03-13,JJE2,370,2,18714.6,13700.95866,0.7321,17719
WARANGAL-II,2026-03-13,JKH1,362,1.91,19924.48,20699.54227,1.0389,21998
HYDERABAD-II,2026-03-13,JKL2,400,2,20144,17851.6128,0.8862,23085
HYDERABAD-II,2026-03-13,JKL4,400,2,20144,18373.3424,0.9121,23761
THORROR,2026-03-13,JKO1,403,12.31,21411.39,25282.56931,1.1808,26868
KARIMNAGAR-I,2026-03-13,JM14,312,5.91,17194.32,19476.00626,1.1327,20698
